Rk,Date,Tm,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
17794,2012-03-23,ORL,,CLE,W 93-80,240,37,79,.468,25,44,.568,12,35,.343,7,12,.583,93
17795,2012-03-23,BOS,@,PHI,L 86-99,240,36,74,.486,32,64,.500,4,10,.400,10,13,.769,86
17796,2012-03-23,PHI,,BOS,W 99-86,240,41,92,.446,38,82,.463,3,10,.300,14,18,.778,99
17797,2012-03-23,DAL,@,SAS,L 87-104,240,31,81,.383,20,55,.364,11,26,.423,14,17,.824,87
17798,2012-03-23,SAS,,DAL,W 104-87,240,43,88,.489,34,63,.540,9,25,.360,9,11,.818,104
17799,2012-03-23,NYK,@,TOR,L 79-96,240,32,85,.376,27,57,.474,5,28,.179,10,18,.556,79
17800,2012-03-23,TOR,,NYK,W 96-79,240,38,83,.458,37,70,.529,1,13,.077,19,26,.731,96
17801,2012-03-23,DEN,@,UTA,L 102-121,240,36,78,.462,30,60,.500,6,18,.333,24,32,.750,102
17802,2012-03-23,UTA,,DEN,W 121-102,240,48,81,.593,41,66,.621,7,15,.467,18,29,.621,121
17803,2012-03-22,GSW,@,HOU,L 83-109,240,34,82,.415,28,66,.424,6,16,.375,9,10,.900,83
17804,2012-03-22,HOU,,GSW,W 109-83,240,40,85,.471,34,68,.500,6,17,.353,23,27,.852,109
17805,2012-03-22,BOS,@,MIL,W 100-91,240,43,89,.483,36,72,.500,7,17,.412,7,10,.700,100
17806,2012-03-22,MIL,,BOS,L 91-100,240,36,90,.400,33,75,.440,3,15,.200,16,20,.800,91
17807,2012-03-22,LAC,@,NOH,L 90-97,240,35,90,.389,30,63,.476,5,27,.185,15,24,.625,90
17808,2012-03-22,NOP,,LAC,W 97-90,240,34,59,.576,32,54,.593,2,5,.400,27,34,.794,97
17809,2012-03-22,MEM,@,POR,L 93-97,240,37,81,.457,34,73,.466,3,8,.375,16,23,.696,93
17810,2012-03-22,POR,,MEM,W 97-93,240,31,73,.425,21,48,.438,10,25,.400,25,25,1.000,97
17811,2012-03-22,SAC,,UTA,L 102-103,240,43,106,.406,39,91,.429,4,15,.267,12,21,.571,102
17812,2012-03-22,UTA,@,SAC,W 103-102,240,43,91,.473,40,74,.541,3,17,.176,14,17,.824,103
17813,2012-03-22,IND,@,WAS,W 85-83,240,31,74,.419,27,56,.482,4,18,.222,19,28,.679,85
17814,2012-03-22,WAS,,IND,L 83-85,240,30,71,.423,25,53,.472,5,18,.278,18,23,.783,83
17815,2012-03-21,ATL,,CLE,W 103-102 (OT),265,37,93,.398,29,73,.397,8,20,.400,21,24,.875,103
17816,2012-03-21,CLE,@,ATL,L 102-103 (OT),265,36,78,.462,30,59,.508,6,19,.316,24,33,.727,102
17817,2012-03-21,DAL,,LAL,L 93-109,240,35,82,.427,27,56,.482,8,26,.308,15,22,.682,93
17818,2012-03-21,LAL,@,DAL,W 109-93,240,45,77,.584,36,59,.610,9,18,.500,10,13,.769,109
17819,2012-03-21,DEN,,DET,W 116-115,240,46,79,.582,37,62,.597,9,17,.529,15,22,.682,116
17820,2012-03-21,DET,@,DEN,L 115-116,240,40,79,.506,26,61,.426,14,18,.778,21,30,.700,115
17821,2012-03-21,BRK,,WAS,L 89-108,240,31,84,.369,25,64,.391,6,20,.300,21,27,.778,89
17822,2012-03-21,WAS,@,NJN,W 108-89,240,40,83,.482,34,66,.515,6,17,.353,22,29,.759,108
17823,2012-03-21,GSW,@,NOH,W 101-92,240,39,89,.438,25,60,.417,14,29,.483,9,10,.900,101
17824,2012-03-21,NOP,,GSW,L 92-101,240,39,79,.494,36,70,.514,3,9,.333,11,14,.786,92
17825,2012-03-21,LAC,@,OKC,L 91-114,240,29,79,.367,17,53,.321,12,26,.462,21,27,.778,91
17826,2012-03-21,OKC,,LAC,W 114-91,240,42,78,.538,33,56,.589,9,22,.409,21,22,.955,114
17827,2012-03-21,ORL,,PHO,W 103-93,240,39,83,.470,28,60,.467,11,23,.478,14,21,.667,103
17828,2012-03-21,PHO,@,ORL,L 93-103,240,38,79,.481,34,67,.507,4,12,.333,13,19,.684,93
17829,2012-03-21,NYK,@,PHI,W 82-79,240,29,79,.367,27,66,.409,2,13,.154,22,28,.786,82
17830,2012-03-21,PHI,,NYK,L 79-82,240,29,75,.387,21,58,.362,8,17,.471,13,18,.722,79
17831,2012-03-21,MIN,@,SAS,L 100-116,240,39,88,.443,32,66,.485,7,22,.318,15,20,.750,100
17832,2012-03-21,SAS,,MIN,W 116-100,240,45,95,.474,38,76,.500,7,19,.368,19,25,.760,116
17833,2012-03-21,CHI,@,TOR,W 94-82,240,36,82,.439,29,66,.439,7,16,.438,15,23,.652,94
17834,2012-03-21,TOR,,CHI,L 82-94,240,35,85,.412,34,77,.442,1,8,.125,11,11,1.000,82
17835,2012-03-20,HOU,,LAL,W 107-104,240,39,80,.488,30,60,.500,9,20,.450,20,27,.741,107
17836,2012-03-20,LAL,@,HOU,L 104-107,240,42,83,.506,36,67,.537,6,16,.375,14,16,.875,104
17837,2012-03-20,IND,,LAC,W 102-89,240,35,72,.486,27,58,.466,8,14,.571,24,26,.923,102
17838,2012-03-20,LAC,@,IND,L 89-102,240,37,85,.435,31,63,.492,6,22,.273,9,20,.450,89
17839,2012-03-20,MIA,,PHO,W 99-95,240,36,76,.474,35,67,.522,1,9,.111,26,35,.743,99
17840,2012-03-20,PHO,@,MIA,L 95-99,240,36,80,.450,30,65,.462,6,15,.400,17,24,.708,95
17841,2012-03-20,NYK,,TOR,W 106-87,240,39,81,.481,34,65,.523,5,16,.313,23,33,.697,106
17842,2012-03-20,TOR,@,NYK,L 87-106,240,33,69,.478,31,56,.554,2,13,.154,19,22,.864,87
17843,2012-03-20,MIL,@,POR,W 116-87,240,48,83,.578,37,62,.597,11,21,.524,9,13,.692,116
17844,2012-03-20,POR,,MIL,L 87-116,240,29,82,.354,22,58,.379,7,24,.292,22,26,.846,87
17845,2012-03-20,MEM,@,SAC,L 110-119,240,43,90,.478,39,74,.527,4,16,.250,20,25,.800,110
17846,2012-03-20,SAC,,MEM,W 119-110,240,47,88,.534,43,71,.606,4,17,.235,21,32,.656,119
17847,2012-03-20,OKC,@,UTA,L 90-97,240,30,71,.423,22,52,.423,8,19,.421,22,30,.733,90
17848,2012-03-20,UTA,,OKC,W 97-90,240,38,80,.475,33,70,.471,5,10,.500,16,22,.727,97
17849,2012-03-19,ATL,,BOS,L 76-79,240,29,75,.387,24,60,.400,5,15,.333,13,19,.684,76
17850,2012-03-19,BOS,@,ATL,W 79-76,240,29,74,.392,23,58,.397,6,16,.375,15,17,.882,79
17851,2012-03-19,CHA,,PHI,L 80-105,240,29,75,.387,27,67,.403,2,8,.250,20,28,.714,80
17852,2012-03-19,PHI,@,CHA,W 105-80,240,46,86,.535,41,75,.547,5,11,.455,8,9,.889,105
17853,2012-03-19,DAL,@,DEN,W 112-95,240,45,84,.536,35,59,.593,10,25,.400,12,15,.800,112
17854,2012-03-19,DEN,,DAL,L 95-112,240,36,83,.434,30,62,.484,6,21,.286,17,20,.850,95
17855,2012-03-19,GSW,,MIN,L 93-97,240,34,80,.425,24,54,.444,10,26,.385,15,20,.750,93
17856,2012-03-19,MIN,@,GSW,W 97-93,240,35,74,.473,26,53,.491,9,21,.429,18,23,.783,97
17857,2012-03-19,CLE,@,NJN,W 105-100,240,41,89,.461,36,74,.486,5,15,.333,18,27,.667,105
17858,2012-03-19,BRK,,CLE,L 100-105,240,34,81,.420,28,58,.483,6,23,.261,26,31,.839,100
17859,2012-03-19,CHI,@,ORL,W 85-59,240,35,79,.443,28,61,.459,7,18,.389,8,11,.727,85
17860,2012-03-19,ORL,,CHI,L 59-85,240,24,68,.353,20,48,.417,4,20,.200,7,18,.389,59
17861,2012-03-18,ATL,@,CLE,W 103-87,240,43,85,.506,35,67,.522,8,18,.444,9,12,.750,103
17862,2012-03-18,CLE,,ATL,L 87-103,240,33,84,.393,28,64,.438,5,20,.250,16,20,.800,87
17863,2012-03-18,DET,@,LAC,L 83-87 (OT),265,31,81,.383,29,65,.446,2,16,.125,19,23,.826,83
17864,2012-03-18,LAC,,DET,W 87-83 (OT),265,35,87,.402,31,67,.463,4,20,.200,13,19,.684,87
17865,2012-03-18,LAL,,UTA,L 99-103,240,33,73,.452,31,60,.517,2,13,.154,31,40,.775,99
17866,2012-03-18,UTA,@,LAL,W 103-99,240,43,91,.473,41,81,.506,2,10,.200,15,22,.682,103
17867,2012-03-18,MEM,,WAS,W 97-92,240,34,85,.400,32,78,.410,2,7,.286,27,37,.730,97
17868,2012-03-18,WAS,@,MEM,L 92-97,240,37,78,.474,31,60,.517,6,18,.333,12,19,.632,92
17869,2012-03-18,MIA,,ORL,W 91-81,240,34,74,.459,32,66,.485,2,8,.250,21,27,.778,91
17870,2012-03-18,ORL,@,MIA,L 81-91,240,30,76,.395,21,51,.412,9,25,.360,12,21,.571,81
17871,2012-03-18,OKC,,POR,W 111-95,240,41,74,.554,30,56,.536,11,18,.611,18,28,.643,111
17872,2012-03-18,POR,@,OKC,L 95-111,240,39,84,.464,31,63,.492,8,21,.381,9,14,.643,95
17873,2012-03-18,HOU,@,PHO,L 86-99,240,35,82,.427,34,71,.479,1,11,.091,15,22,.682,86
17874,2012-03-18,PHO,,HOU,W 99-86,240,40,85,.471,33,65,.508,7,20,.350,12,19,.632,99
17875,2012-03-18,MIN,@,SAC,L 99-115,240,38,92,.413,32,67,.478,6,25,.240,17,17,1.000,99
17876,2012-03-18,SAC,,MIN,W 115-99,240,44,96,.458,36,68,.529,8,28,.286,19,21,.905,115
17877,2012-03-17,CHA,,TOR,W 107-103,240,36,71,.507,32,62,.516,4,9,.444,31,34,.912,107
17878,2012-03-17,TOR,@,CHA,L 103-107,240,38,73,.521,30,55,.545,8,18,.444,19,24,.792,103
17879,2012-03-17,CHI,,PHI,W 89-80,240,31,77,.403,25,56,.446,6,21,.286,21,31,.677,89
17880,2012-03-17,PHI,@,CHI,L 80-89,240,33,79,.418,30,66,.455,3,13,.231,11,15,.733,80
17881,2012-03-17,DAL,,SAS,W 106-99,240,37,79,.468,26,55,.473,11,24,.458,21,25,.840,106
17882,2012-03-17,SAS,@,DAL,L 99-106,240,39,79,.494,28,55,.509,11,24,.458,10,18,.556,99
17883,2012-03-17,BOS,@,DEN,L 91-98,240,36,76,.474,33,61,.541,3,15,.200,16,17,.941,91
17884,2012-03-17,DEN,,BOS,W 98-91,240,34,74,.459,27,54,.500,7,20,.350,23,31,.742,98
17885,2012-03-17,IND,,NYK,L 88-102,240,32,79,.405,28,60,.467,4,19,.211,20,27,.741,88
17886,2012-03-17,NYK,@,IND,W 102-88,240,32,77,.416,25,53,.472,7,24,.292,31,40,.775,102
17887,2012-03-17,HOU,@,LAC,L 91-95,240,35,72,.486,29,52,.558,6,20,.300,15,18,.833,91
17888,2012-03-17,LAC,,HOU,W 95-91,240,35,86,.407,29,63,.460,6,23,.261,19,27,.704,95
17889,2012-03-17,BRK,,NOH,L 94-102,240,36,86,.419,26,63,.413,10,23,.435,12,14,.857,94
17890,2012-03-17,NOP,@,NJN,W 102-94,240,41,81,.506,33,65,.508,8,16,.500,12,13,.923,102
17891,2012-03-17,GSW,@,UTA,L 92-99 (OT),265,33,80,.413,27,55,.491,6,25,.240,20,25,.800,92
17892,2012-03-17,UTA,,GSW,W 99-92 (OT),265,42,101,.416,40,88,.455,2,13,.154,13,16,.813,99
17893,2012-03-16,ATL,,WAS,W 102-88,240,40,83,.482,28,56,.500,12,27,.444,10,13,.769,102
17894,2012-03-16,WAS,@,ATL,L 88-102,240,38,78,.487,33,67,.493,5,11,.455,7,9,.778,88
17895,2012-03-16,CHI,,POR,L 89-100,240,36,85,.424,28,58,.483,8,27,.296,9,11,.818,89
17896,2012-03-16,POR,@,CHI,W 100-89,240,39,79,.494,28,58,.483,11,21,.524,11,12,.917,100
17897,2012-03-16,GSW,,MIL,L 98-120,240,35,79,.443,25,57,.439,10,22,.455,18,20,.900,98
17898,2012-03-16,MIL,@,GSW,W 120-98,240,45,93,.484,35,71,.493,10,22,.455,20,22,.909,120
17899,2012-03-16,LAL,,MIN,W 97-92,240,33,80,.413,23,58,.397,10,22,.455,21,27,.778,97
17900,2012-03-16,MIN,@,LAL,L 92-97,240,37,92,.402,33,70,.471,4,22,.182,14,20,.700,92
17901,2012-03-16,MEM,,TOR,L 110-114 (OT),265,37,82,.451,32,66,.485,5,16,.313,31,51,.608,110
17902,2012-03-16,TOR,@,MEM,W 114-110 (OT),265,39,81,.481,32,66,.485,7,15,.467,29,38,.763,114
17903,2012-03-16,IND,@,NYK,L 100-115,240,32,81,.395,24,62,.387,8,19,.421,28,34,.824,100
17904,2012-03-16,NYK,,IND,W 115-100,240,41,81,.506,30,56,.536,11,25,.440,22,28,.786,115
17905,2012-03-16,OKC,,SAS,L 105-114,240,39,88,.443,30,63,.476,9,25,.360,18,20,.900,105
17906,2012-03-16,SAS,@,OKC,W 114-105,240,45,87,.517,36,68,.529,9,19,.474,15,25,.600,114
17907,2012-03-16,BRK,@,ORL,L 70-86,240,28,83,.337,22,63,.349,6,20,.300,8,10,.800,70
17908,2012-03-16,ORL,,NJN,W 86-70,240,34,67,.507,26,38,.684,8,29,.276,10,14,.714,86
17909,2012-03-16,MIA,@,PHI,W 84-78,240,35,74,.473,31,62,.500,4,12,.333,10,19,.526,84
17910,2012-03-16,PHI,,MIA,L 78-84,240,33,93,.355,28,75,.373,5,18,.278,7,14,.500,78
17911,2012-03-16,DET,@,PHO,L 101-109,240,40,78,.513,32,63,.508,8,15,.533,13,18,.722,101
17912,2012-03-16,PHO,,DET,W 109-101,240,41,83,.494,31,63,.492,10,20,.500,17,22,.773,109
17913,2012-03-16,BOS,@,SAC,L 95-120,240,36,80,.450,30,61,.492,6,19,.316,17,21,.810,95
17914,2012-03-16,SAC,,BOS,W 120-95,240,46,86,.535,37,65,.569,9,21,.429,19,21,.905,120
17915,2012-03-15,CHA,@,DAL,L 96-101,240,35,84,.417,27,63,.429,8,21,.381,18,20,.900,96
17916,2012-03-15,DAL,,CHA,W 101-96,240,38,84,.452,29,59,.492,9,25,.360,16,21,.762,101
17917,2012-03-15,DEN,,OKC,L 90-103,240,34,78,.436,29,56,.518,5,22,.227,17,25,.680,90
17918,2012-03-15,OKC,@,DEN,W 103-90,240,36,79,.456,24,54,.444,12,25,.480,19,24,.792,103
17919,2012-03-15,LAC,,PHO,L 87-91,240,39,85,.459,35,69,.507,4,16,.250,5,12,.417,87
17920,2012-03-15,PHO,@,LAC,W 91-87,240,32,78,.410,23,54,.426,9,24,.375,18,23,.783,91
17921,2012-03-15,NOP,,WAS,L 89-99,240,34,75,.453,30,61,.492,4,14,.286,17,19,.895,89
17922,2012-03-15,WAS,@,NOH,W 99-89,240,39,75,.520,33,57,.579,6,18,.333,15,17,.882,99
17923,2012-03-15,MIN,@,UTA,L 105-111 (OT),265,36,83,.434,27,56,.482,9,27,.333,24,33,.727,105
17924,2012-03-15,UTA,,MIN,W 111-105 (OT),265,43,103,.417,38,90,.422,5,13,.385,20,27,.741,111
17925,2012-03-14,CHI,,MIA,W 106-102,240,36,77,.468,26,58,.448,10,19,.526,24,26,.923,106
17926,2012-03-14,MIA,@,CHI,L 102-106,240,38,85,.447,32,73,.438,6,12,.500,20,23,.870,102
17927,2012-03-14,BOS,@,GSW,W 105-103,240,40,78,.513,34,65,.523,6,13,.462,19,21,.905,105
17928,2012-03-14,GSW,,BOS,L 103-105,240,41,78,.526,36,57,.632,5,21,.238,16,19,.842,103
17929,2012-03-14,CHA,@,HOU,L 87-107,240,33,81,.407,29,69,.420,4,12,.333,17,19,.895,87
17930,2012-03-14,HOU,,CHA,W 107-87,240,45,84,.536,39,75,.520,6,9,.667,11,17,.647,107
17931,2012-03-14,IND,,PHI,W 111-94,240,43,76,.566,36,59,.610,7,17,.412,18,22,.818,111
17932,2012-03-14,PHI,@,IND,L 94-111,240,40,76,.526,34,63,.540,6,13,.462,8,10,.800,94
17933,2012-03-14,ATL,@,LAC,L 82-96,240,29,68,.426,21,43,.488,8,25,.320,16,20,.800,82
17934,2012-03-14,LAC,,ATL,W 96-82,240,38,70,.543,28,50,.560,10,20,.500,10,17,.588,96
17935,2012-03-14,CLE,@,MIL,L 105-115,240,38,85,.447,27,61,.443,11,24,.458,18,25,.720,105
17936,2012-03-14,MIL,,CLE,W 115-105,240,46,86,.535,39,63,.619,7,23,.304,16,21,.762,115
17937,2012-03-14,BRK,,TOR,W 98-84,240,38,79,.481,31,62,.500,7,17,.412,15,17,.882,98
17938,2012-03-14,TOR,@,NJN,L 84-98,240,31,81,.383,30,71,.423,1,10,.100,21,25,.840,84
17939,2012-03-14,LAL,@,NOH,W 107-101 (OT),265,37,82,.451,32,63,.508,5,19,.263,28,35,.800,107
17940,2012-03-14,NOP,,LAL,L 101-107 (OT),265,44,85,.518,41,75,.547,3,10,.300,10,13,.769,101
17941,2012-03-14,NYK,,POR,W 121-79,240,43,80,.538,24,42,.571,19,38,.500,16,26,.615,121
17942,2012-03-14,POR,@,NYK,L 79-121,240,28,75,.373,23,58,.397,5,17,.294,18,23,.783,79
17943,2012-03-14,PHO,,UTA,W 120-111,240,44,78,.564,35,59,.593,9,19,.474,23,32,.719,120
17944,2012-03-14,UTA,@,PHO,L 111-120,240,47,90,.522,42,77,.545,5,13,.385,12,17,.706,111
17945,2012-03-14,DET,@,SAC,W 124-112,240,50,86,.581,42,73,.575,8,13,.615,16,20,.800,124
17946,2012-03-14,SAC,,DET,L 112-124,240,45,87,.517,40,68,.588,5,19,.263,17,24,.708,112
17947,2012-03-14,ORL,@,SAS,L 111-122,240,45,86,.523,34,59,.576,11,27,.407,10,16,.625,111
17948,2012-03-14,SAS,,ORL,W 122-111,240,43,83,.518,30,57,.526,13,26,.500,23,27,.852,122
17949,2012-03-13,CLE,,TOR,L 88-96,240,29,76,.382,26,61,.426,3,15,.200,27,33,.818,88
17950,2012-03-13,TOR,@,CLE,W 96-88,240,37,74,.500,29,55,.527,8,19,.421,14,21,.667,96
17951,2012-03-13,DAL,,WAS,W 107-98,240,44,87,.506,38,65,.585,6,22,.273,13,15,.867,107
17952,2012-03-13,WAS,@,DAL,L 98-107,240,35,80,.438,33,68,.485,2,12,.167,26,38,.684,98
17953,2012-03-13,ATL,@,DEN,L 117-118 (OT),265,43,92,.467,29,63,.460,14,29,.483,17,19,.895,117
17954,2012-03-13,DEN,,ATL,W 118-117 (OT),265,45,87,.517,38,67,.567,7,20,.350,21,26,.808,118
17955,2012-03-13,IND,,POR,W 92-75,240,40,82,.488,36,71,.507,4,11,.364,8,15,.533,92
17956,2012-03-13,POR,@,IND,L 75-92,240,20,64,.313,15,42,.357,5,22,.227,30,38,.789,75
17957,2012-03-13,LAL,@,MEM,W 116-111 (2OT),290,41,83,.494,35,63,.556,6,20,.300,28,34,.824,116
17958,2012-03-13,MEM,,LAL,L 111-116 (2OT),290,52,116,.448,50,97,.515,2,19,.105,5,5,1.000,111
17959,2012-03-13,HOU,@,OKC,W 104-103,240,41,89,.461,31,65,.477,10,24,.417,12,14,.857,104
17960,2012-03-13,OKC,,HOU,L 103-104,240,39,84,.464,31,61,.508,8,23,.348,17,22,.773,103
17961,2012-03-13,MIA,@,ORL,L 98-104 (OT),265,40,91,.440,32,68,.471,8,23,.348,10,11,.909,98
17962,2012-03-13,ORL,,MIA,W 104-98 (OT),265,36,73,.493,25,45,.556,11,28,.393,21,37,.568,104
17963,2012-03-13,GSW,@,SAC,W 115-89,240,46,91,.505,34,67,.507,12,24,.500,11,15,.733,115
17964,2012-03-13,SAC,,GSW,L 89-115,240,33,82,.402,26,63,.413,7,19,.368,16,21,.762,89
17965,2012-03-12,CHI,,NYK,W 104-99,240,40,93,.430,35,79,.443,5,14,.357,19,28,.679,104
17966,2012-03-12,NYK,@,CHI,L 99-104,240,37,80,.463,34,69,.493,3,11,.273,22,31,.710,99
17967,2012-03-12,BOS,@,LAC,W 94-85,240,33,67,.493,28,54,.519,5,13,.385,23,27,.852,94
17968,2012-03-12,LAC,,BOS,L 85-94,240,31,83,.373,26,60,.433,5,23,.217,18,21,.857,85
17969,2012-03-12,MIL,@,NJN,W 105-99,240,43,92,.467,33,67,.493,10,25,.400,9,11,.818,105
17970,2012-03-12,BRK,,MIL,L 99-105,240,37,76,.487,33,59,.559,4,17,.235,21,29,.724,99
17971,2012-03-12,CHA,@,NOH,W 73-71,240,34,79,.430,34,67,.507,0,12,.000,5,7,.714,73
17972,2012-03-12,NOP,,CHA,L 71-73,240,30,78,.385,25,66,.379,5,12,.417,6,7,.857,71
17973,2012-03-12,MIN,@,PHO,W 127-124,240,50,89,.562,36,67,.537,14,22,.636,13,21,.619,127
17974,2012-03-12,PHO,,MIN,L 124-127,240,46,89,.517,37,68,.544,9,21,.429,23,29,.793,124
17975,2012-03-12,SAS,,WAS,W 112-97,240,47,87,.540,39,65,.600,8,22,.364,10,19,.526,112
17976,2012-03-12,WAS,@,SAS,L 97-112,240,39,87,.448,31,70,.443,8,17,.471,11,14,.786,97
17977,2012-03-12,DET,@,UTA,L 90-105,240,34,71,.479,31,59,.525,3,12,.250,19,28,.679,90
17978,2012-03-12,UTA,,DET,W 105-90,240,39,72,.542,32,61,.525,7,11,.636,20,26,.769,105
17979,2012-03-11,CLE,,HOU,W 118-107,240,39,82,.476,28,62,.452,11,20,.550,29,36,.806,118
17980,2012-03-11,HOU,@,CLE,L 107-118,240,44,86,.512,36,69,.522,8,17,.471,11,17,.647,107
17981,2012-03-11,DEN,,MEM,L 91-94,240,32,79,.405,28,70,.400,4,9,.444,23,30,.767,91
17982,2012-03-11,MEM,@,DEN,W 94-91,240,37,73,.507,32,58,.552,5,15,.333,15,23,.652,94
17983,2012-03-11,GSW,@,LAC,W 97-93,240,36,70,.514,28,55,.509,8,15,.533,17,21,.810,97
17984,2012-03-11,LAC,,GSW,L 93-97,240,34,79,.430,28,60,.467,6,19,.316,19,35,.543,93
17985,2012-03-11,BOS,@,LAL,L 94-97,240,39,83,.470,33,66,.500,6,17,.353,10,12,.833,94
17986,2012-03-11,LAL,,BOS,W 97-94,240,36,71,.507,28,55,.509,8,16,.500,17,26,.654,97
17987,2012-03-11,NYK,,PHI,L 94-106,240,33,80,.413,26,63,.413,7,17,.412,21,26,.808,94
17988,2012-03-11,PHI,@,NYK,W 106-94,240,40,79,.506,35,70,.500,5,9,.556,21,26,.808,106
17989,2012-03-11,IND,@,ORL,L 94-107,240,39,82,.476,38,70,.543,1,12,.083,15,18,.833,94
17990,2012-03-11,ORL,,IND,W 107-94,240,37,79,.468,27,52,.519,10,27,.370,23,30,.767,107
17991,2012-03-11,ATL,@,SAC,W 106-99,240,42,82,.512,35,61,.574,7,21,.333,15,23,.652,106
17992,2012-03-11,SAC,,ATL,L 99-106,240,38,82,.463,28,53,.528,10,29,.345,13,17,.765,99
17993,2012-03-11,MIL,@,TOR,W 105-99,240,35,73,.479,29,55,.527,6,18,.333,29,35,.829,105
17994,2012-03-11,TOR,,MIL,L 99-105,240,40,86,.465,36,73,.493,4,13,.308,15,19,.789,99
17995,2012-03-10,CHI,,UTA,W 111-97,240,43,77,.558,36,59,.610,7,18,.389,18,24,.750,111
17996,2012-03-10,UTA,@,CHI,L 97-111,240,40,85,.471,40,82,.488,0,3,.000,17,22,.773,97
17997,2012-03-10,DET,,TOR,W 105-86,240,39,74,.527,32,53,.604,7,21,.333,20,25,.800,105
17998,2012-03-10,TOR,@,DET,L 86-105,240,29,73,.397,24,52,.462,5,21,.238,23,25,.920,86
17999,2012-03-10,DAL,@,GSW,L 87-111,240,28,75,.373,18,52,.346,10,23,.435,21,26,.808,87
18000,2012-03-10,GSW,,DAL,W 111-87,240,40,74,.541,30,49,.612,10,25,.400,21,25,.840,111
18001,2012-03-10,IND,@,MIA,L 91-93 (OT),265,33,88,.375,26,71,.366,7,17,.412,18,25,.720,91
18002,2012-03-10,MIA,,IND,W 93-91 (OT),265,35,75,.467,32,62,.516,3,13,.231,20,31,.645,93
18003,2012-03-10,MIN,,NOH,L 89-95,240,33,80,.413,28,57,.491,5,23,.217,18,25,.720,89
18004,2012-03-10,NOP,@,MIN,W 95-89,240,39,85,.459,36,78,.462,3,7,.429,14,16,.875,95
18005,2012-03-10,HOU,@,NJN,W 112-106,240,46,82,.561,37,66,.561,9,16,.563,11,14,.786,112
18006,2012-03-10,BRK,,HOU,L 106-112,240,43,81,.531,34,57,.596,9,24,.375,11,14,.786,106
18007,2012-03-10,CHA,@,OKC,L 95-122,240,36,88,.409,29,74,.392,7,14,.500,16,19,.842,95
18008,2012-03-10,OKC,,CHA,W 122-95,240,46,73,.630,36,50,.720,10,23,.435,20,26,.769,122
18009,2012-03-10,MEM,@,PHO,L 91-98,240,36,86,.419,31,72,.431,5,14,.357,14,19,.737,91
18010,2012-03-10,PHO,,MEM,W 98-91,240,41,86,.477,37,75,.493,4,11,.364,12,15,.800,98
18011,2012-03-10,POR,@,WAS,W 110-99,240,40,78,.513,36,61,.590,4,17,.235,26,27,.963,110
18012,2012-03-10,WAS,,POR,L 99-110,240,39,82,.476,34,66,.515,5,16,.313,16,25,.640,99
18013,2012-03-09,BOS,,POR,W 104-86,240,42,88,.477,34,70,.486,8,18,.444,12,17,.706,104
18014,2012-03-09,POR,@,BOS,L 86-104,240,31,72,.431,25,57,.439,6,15,.400,18,23,.783,86
18015,2012-03-09,CHA,,NJN,L 74-83,240,30,86,.349,28,75,.373,2,11,.182,12,21,.571,74
18016,2012-03-09,BRK,@,CHA,W 83-74,240,30,83,.361,26,61,.426,4,22,.182,19,26,.731,83
18017,2012-03-09,DEN,,NOH,W 110-97,240,41,73,.562,35,50,.700,6,23,.261,22,32,.688,110
18018,2012-03-09,NOP,@,DEN,L 97-110,240,33,72,.458,29,61,.475,4,11,.364,27,32,.844,97
18019,2012-03-09,ATL,@,DET,L 85-86,240,31,73,.425,23,54,.426,8,19,.421,15,22,.682,85
18020,2012-03-09,DET,,ATL,W 86-85,240,38,68,.559,37,60,.617,1,8,.125,9,15,.600,86
18021,2012-03-09,MIL,,NYK,W 119-114,240,45,93,.484,32,67,.478,13,26,.500,16,21,.762,119
18022,2012-03-09,NYK,@,MIL,L 114-119,240,46,83,.554,39,66,.591,7,17,.412,15,21,.714,114
18023,2012-03-09,LAL,@,MIN,W 105-102,240,39,82,.476,33,64,.516,6,18,.333,21,27,.778,105
18024,2012-03-09,MIN,,LAL,L 102-105,240,37,81,.457,29,61,.475,8,20,.400,20,26,.769,102
18025,2012-03-09,CLE,@,OKC,W 96-90,240,38,91,.418,33,74,.446,5,17,.294,15,24,.625,96
18026,2012-03-09,OKC,,CLE,L 90-96,240,37,76,.487,31,52,.596,6,24,.250,10,17,.588,90
18027,2012-03-09,PHI,,UTA,W 104-91,240,41,78,.526,38,71,.535,3,7,.429,19,27,.704,104
18028,2012-03-09,UTA,@,PHI,L 91-104,240,34,84,.405,31,73,.425,3,11,.273,20,24,.833,91
18029,2012-03-09,DAL,@,SAC,L 97-110,240,39,86,.453,33,64,.516,6,22,.273,13,18,.722,97
18030,2012-03-09,SAC,,DAL,W 110-97,240,43,85,.506,32,58,.552,11,27,.407,13,13,1.000,110
18031,2012-03-09,LAC,@,SAS,W 120-108,240,43,84,.512,29,57,.509,14,27,.519,20,24,.833,120
18032,2012-03-09,SAS,,LAC,L 108-120,240,38,78,.487,26,48,.542,12,30,.400,20,32,.625,108
18033,2012-03-08,CHI,,ORL,L 94-99,240,35,86,.407,30,64,.469,5,22,.227,19,26,.731,94
18034,2012-03-08,ORL,@,CHI,W 99-94,240,32,76,.421,21,50,.420,11,26,.423,24,31,.774,99
