Rk,Date,Tm,Unnamed: 3_level_1,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
18035,2012-03-08,DAL,@,PHO,L 94-96,240,38,87,.437,30,65,.462,8,22,.364,10,13,.769,94
18036,2012-03-08,PHO,,DAL,W 96-94,240,37,76,.487,34,62,.548,3,14,.214,19,27,.704,96
18037,2012-03-07,CHA,,UTA,L 93-99,240,32,68,.471,29,61,.475,3,7,.429,26,37,.703,93
18038,2012-03-07,UTA,@,CHA,W 99-93,240,39,87,.448,38,80,.475,1,7,.143,20,24,.833,99
18039,2012-03-07,CLE,@,DEN,W 100-99,240,37,82,.451,30,59,.508,7,23,.304,19,23,.826,100
18040,2012-03-07,DEN,,CLE,L 99-100,240,35,81,.432,31,61,.508,4,20,.200,25,32,.781,99
18041,2012-03-07,GSW,,MEM,L 92-110,240,35,79,.443,27,61,.443,8,18,.444,14,23,.609,92
18042,2012-03-07,MEM,@,GSW,W 110-92,240,42,80,.525,35,61,.574,7,19,.368,19,21,.905,110
18043,2012-03-07,ATL,@,MIA,L 86-89,240,35,76,.461,27,53,.509,8,23,.348,8,9,.889,86
18044,2012-03-07,MIA,,ATL,W 89-86,240,35,80,.438,35,70,.500,0,10,.000,19,25,.760,89
18045,2012-03-07,CHI,@,MIL,W 106-104,240,43,83,.518,38,67,.567,5,16,.313,15,17,.882,106
18046,2012-03-07,MIL,,CHI,L 104-106,240,42,88,.477,37,73,.507,5,15,.333,15,19,.789,104
18047,2012-03-07,MIN,,POR,W 106-94,240,37,78,.474,24,55,.436,13,23,.565,19,26,.731,106
18048,2012-03-07,POR,@,MIN,L 94-106,240,44,93,.473,41,70,.586,3,23,.130,3,4,.750,94
18049,2012-03-07,LAC,@,NJN,L 100-101,240,35,76,.461,24,54,.444,11,22,.500,19,27,.704,100
18050,2012-03-07,BRK,,LAC,W 101-100,240,33,72,.458,23,47,.489,10,25,.400,25,31,.806,101
18051,2012-03-07,OKC,,PHO,W 115-104,240,40,91,.440,32,65,.492,8,26,.308,27,32,.844,115
18052,2012-03-07,PHO,@,OKC,L 104-115,240,38,84,.452,35,65,.538,3,19,.158,25,34,.735,104
18053,2012-03-07,BOS,@,PHI,L 71-103,240,28,80,.350,28,72,.389,0,8,.000,15,18,.833,71
18054,2012-03-07,PHI,,BOS,W 103-71,240,43,89,.483,37,72,.514,6,17,.353,11,15,.733,103
18055,2012-03-07,NOP,@,SAC,L 98-99,240,42,77,.545,39,68,.574,3,9,.333,11,12,.917,98
18056,2012-03-07,SAC,,NOH,W 99-98,240,38,76,.500,30,53,.566,8,23,.348,15,23,.652,99
18057,2012-03-07,NYK,@,SAS,L 105-118,240,41,96,.427,31,68,.456,10,28,.357,13,17,.765,105
18058,2012-03-07,SAS,,NYK,W 118-105,240,46,85,.541,39,66,.591,7,19,.368,19,25,.760,118
18059,2012-03-07,HOU,@,TOR,L 98-116,240,29,70,.414,26,59,.441,3,11,.273,37,44,.841,98
18060,2012-03-07,TOR,,HOU,W 116-98,240,45,76,.592,39,64,.609,6,12,.500,20,24,.833,116
18061,2012-03-07,LAL,@,WAS,L 101-106,240,32,81,.395,24,60,.400,8,21,.381,29,37,.784,101
18062,2012-03-07,WAS,,LAL,W 106-101,240,43,92,.467,36,66,.545,7,26,.269,13,19,.684,106
18063,2012-03-06,BOS,,HOU,W 97-92 (OT),265,35,81,.432,31,67,.463,4,14,.286,23,31,.742,97
18064,2012-03-06,HOU,@,BOS,L 92-97 (OT),265,32,83,.386,27,64,.422,5,19,.263,23,29,.793,92
18065,2012-03-06,CHA,,ORL,W 100-84,240,38,80,.475,34,70,.486,4,10,.400,20,27,.741,100
18066,2012-03-06,ORL,@,CHA,L 84-100,240,31,80,.388,18,45,.400,13,35,.371,9,17,.529,84
18067,2012-03-06,DAL,,NYK,W 95-85,240,31,80,.388,24,54,.444,7,26,.269,26,30,.867,95
18068,2012-03-06,NYK,@,DAL,L 85-95,240,32,84,.381,26,61,.426,6,23,.261,15,23,.652,85
18069,2012-03-06,DET,,LAL,W 88-85 (OT),265,37,93,.398,34,83,.410,3,10,.300,11,12,.917,88
18070,2012-03-06,LAL,@,DET,L 85-88 (OT),265,34,81,.420,31,59,.525,3,22,.136,14,17,.824,85
18071,2012-03-06,ATL,@,IND,W 101-96,240,38,83,.458,30,64,.469,8,19,.421,17,22,.773,101
18072,2012-03-06,IND,,ATL,L 96-101,240,31,70,.443,26,55,.473,5,15,.333,29,40,.725,96
18073,2012-03-06,MIA,,NJN,W 108-78,240,45,77,.584,35,60,.583,10,17,.588,8,9,.889,108
18074,2012-03-06,BRK,@,MIA,L 78-108,240,31,83,.373,23,61,.377,8,22,.364,8,12,.667,78
18075,2012-03-05,CHI,,IND,W 92-72,240,33,78,.423,24,63,.381,9,15,.600,17,27,.630,92
18076,2012-03-05,IND,@,CHI,L 72-92,240,27,79,.342,24,63,.381,3,16,.188,15,22,.682,72
18077,2012-03-05,CLE,,UTA,L 100-109,240,37,81,.457,28,58,.483,9,23,.391,17,27,.630,100
18078,2012-03-05,UTA,@,CLE,W 109-100,240,40,80,.500,35,71,.493,5,9,.556,24,29,.828,109
18079,2012-03-05,DEN,,SAC,W 119-116 (OT),265,40,88,.455,29,61,.475,11,27,.407,28,35,.800,119
18080,2012-03-05,SAC,@,DEN,L 116-119 (OT),265,45,98,.459,33,71,.465,12,27,.444,14,21,.667,116
18081,2012-03-05,MIL,,PHI,W 97-93,240,35,88,.398,28,68,.412,7,20,.350,20,23,.870,97
18082,2012-03-05,PHI,@,MIL,L 93-97,240,35,94,.372,28,75,.373,7,19,.368,16,23,.696,93
18083,2012-03-05,LAC,@,MIN,L 94-95,240,34,84,.405,29,61,.475,5,23,.217,21,32,.656,94
18084,2012-03-05,MIN,,LAC,W 95-94,240,32,80,.400,21,52,.404,11,28,.393,20,27,.741,95
18085,2012-03-05,DAL,@,OKC,L 91-95,240,36,84,.429,27,63,.429,9,21,.429,10,10,1.000,91
18086,2012-03-05,OKC,,DAL,W 95-91,240,29,76,.382,21,49,.429,8,27,.296,29,33,.879,95
18087,2012-03-05,NOP,@,POR,L 74-86,240,29,70,.414,26,61,.426,3,9,.333,13,22,.591,74
18088,2012-03-05,POR,,NOH,W 86-74,240,31,72,.431,25,50,.500,6,22,.273,18,24,.750,86
18089,2012-03-05,ORL,@,TOR,W 92-88,240,35,79,.443,26,51,.510,9,28,.321,13,28,.464,92
18090,2012-03-05,TOR,,ORL,L 88-92,240,32,79,.405,24,59,.407,8,20,.400,16,20,.800,88
18091,2012-03-05,GSW,@,WAS,W 120-100,240,45,83,.542,30,60,.500,15,23,.652,15,16,.938,120
18092,2012-03-05,WAS,,GSW,L 100-120,240,36,85,.424,28,63,.444,8,22,.364,20,36,.556,100
18093,2012-03-04,BOS,,NYK,W 115-111 (OT),265,45,103,.437,38,85,.447,7,18,.389,18,22,.818,115
18094,2012-03-04,NYK,@,BOS,L 111-115 (OT),265,41,94,.436,33,76,.434,8,18,.444,21,26,.808,111
18095,2012-03-04,CHA,,NJN,L 101-104,240,31,80,.388,29,66,.439,2,14,.143,37,39,.949,101
18096,2012-03-04,BRK,@,CHA,W 104-101,240,33,68,.485,28,51,.549,5,17,.294,33,44,.750,104
18097,2012-03-04,HOU,,LAC,L 103-105 (OT),265,37,86,.430,27,66,.409,10,20,.500,19,24,.792,103
18098,2012-03-04,LAC,@,HOU,W 105-103 (OT),265,40,86,.465,34,72,.472,6,14,.429,19,25,.760,105
18099,2012-03-04,LAL,,MIA,W 93-83,240,35,71,.493,30,54,.556,5,17,.294,18,25,.720,93
18100,2012-03-04,MIA,@,LAL,L 83-93,240,33,88,.375,26,64,.406,7,24,.292,10,15,.667,83
18101,2012-03-04,CHI,@,PHI,W 96-91,240,39,82,.476,32,66,.485,7,16,.438,11,16,.688,96
18102,2012-03-04,PHI,,CHI,L 91-96,240,38,97,.392,37,86,.430,1,11,.091,14,17,.824,91
18103,2012-03-04,PHO,,SAC,W 96-88,240,40,88,.455,35,76,.461,5,12,.417,11,16,.688,96
18104,2012-03-04,SAC,@,PHO,L 88-96,240,38,99,.384,36,86,.419,2,13,.154,10,14,.714,88
18105,2012-03-04,DEN,@,SAS,W 99-94,240,36,86,.419,30,69,.435,6,17,.353,21,28,.750,99
18106,2012-03-04,SAS,,DEN,L 94-99,240,32,72,.444,22,45,.489,10,27,.370,20,27,.741,94
18107,2012-03-04,GSW,@,TOR,L 75-83,240,29,80,.363,25,61,.410,4,19,.211,13,19,.684,75
18108,2012-03-04,TOR,,GSW,W 83-75,240,29,78,.372,25,68,.368,4,10,.400,21,24,.875,83
18109,2012-03-03,ATL,,OKC,W 97-90,240,37,85,.435,29,68,.426,8,17,.471,15,22,.682,97
18110,2012-03-03,OKC,@,ATL,L 90-97,240,30,73,.411,24,50,.480,6,23,.261,24,29,.828,90
18111,2012-03-03,DAL,,UTA,W 102-96,240,36,75,.480,26,52,.500,10,23,.435,20,24,.833,102
18112,2012-03-03,UTA,@,DAL,L 96-102,240,38,85,.447,34,69,.493,4,16,.250,16,21,.762,96
18113,2012-03-03,DET,@,MEM,L 83-100,240,29,76,.382,27,67,.403,2,9,.222,23,29,.793,83
18114,2012-03-03,MEM,,DET,W 100-83,240,37,75,.493,31,64,.484,6,11,.545,20,22,.909,100
18115,2012-03-03,IND,@,NOH,W 102-84,240,35,80,.438,26,61,.426,9,19,.474,23,32,.719,102
18116,2012-03-03,NOP,,IND,L 84-102,240,33,81,.407,29,69,.420,4,12,.333,14,21,.667,84
18117,2012-03-03,MIL,@,ORL,L 98-114,240,37,79,.468,31,63,.492,6,16,.375,18,27,.667,98
18118,2012-03-03,ORL,,MIL,W 114-98,240,42,81,.519,28,54,.519,14,27,.519,16,27,.593,114
18119,2012-03-03,MIN,@,POR,W 122-110,240,43,80,.538,31,57,.544,12,23,.522,24,28,.857,122
18120,2012-03-03,POR,,MIN,L 110-122,240,40,83,.482,30,57,.526,10,26,.385,20,28,.714,110
18121,2012-03-03,CLE,@,WAS,L 98-101,240,37,83,.446,29,62,.468,8,21,.381,16,26,.615,98
18122,2012-03-03,WAS,,CLE,W 101-98,240,40,87,.460,32,66,.485,8,21,.381,13,21,.619,101
18123,2012-03-02,ATL,,MIL,W 99-94,240,39,86,.453,31,63,.492,8,23,.348,13,15,.867,99
18124,2012-03-02,MIL,@,ATL,L 94-99,240,32,85,.376,26,67,.388,6,18,.333,24,28,.857,94
18125,2012-03-02,BOS,,NJN,W 107-94,240,45,87,.517,41,71,.577,4,16,.250,13,17,.765,107
18126,2012-03-02,BRK,@,BOS,L 94-107,240,34,76,.447,29,57,.509,5,19,.263,21,28,.750,94
18127,2012-03-02,CHI,@,CLE,W 112-91,240,47,89,.528,37,69,.536,10,20,.500,8,12,.667,112
18128,2012-03-02,CLE,,CHI,L 91-112,240,35,80,.438,26,58,.448,9,22,.409,12,16,.750,91
18129,2012-03-02,DEN,@,HOU,W 117-105,240,43,97,.443,35,75,.467,8,22,.364,23,35,.657,117
18130,2012-03-02,HOU,,DEN,L 105-117,240,36,76,.474,26,47,.553,10,29,.345,23,29,.793,105
18131,2012-03-02,LAL,,SAC,W 115-107,240,44,82,.537,38,65,.585,6,17,.353,21,26,.808,115
18132,2012-03-02,SAC,@,LAL,L 107-115,240,45,103,.437,36,78,.462,9,25,.360,8,9,.889,107
18133,2012-03-02,DAL,@,NOH,L 92-97,240,37,83,.446,26,54,.481,11,29,.379,7,10,.700,92
18134,2012-03-02,NOP,,DAL,W 97-92,240,40,88,.455,37,75,.493,3,13,.231,14,17,.824,97
18135,2012-03-02,GSW,@,PHI,L 83-105,240,33,82,.402,28,64,.438,5,18,.278,12,14,.857,83
18136,2012-03-02,PHI,,GSW,W 105-83,240,42,89,.472,34,72,.472,8,17,.471,13,16,.813,105
18137,2012-03-02,LAC,@,PHO,L 78-81,240,32,87,.368,26,71,.366,6,16,.375,8,9,.889,78
18138,2012-03-02,PHO,,LAC,W 81-78,240,28,80,.350,21,59,.356,7,21,.333,18,29,.621,81
18139,2012-03-02,CHA,@,SAS,L 72-102,240,31,83,.373,28,67,.418,3,16,.188,7,10,.700,72
18140,2012-03-02,SAS,,CHA,W 102-72,240,39,82,.476,29,62,.468,10,20,.500,14,21,.667,102
18141,2012-03-02,MEM,@,TOR,W 102-99,240,38,81,.469,34,70,.486,4,11,.364,22,32,.688,102
18142,2012-03-02,TOR,,MEM,L 99-102,240,38,72,.528,32,56,.571,6,16,.375,17,20,.850,99
18143,2012-03-02,MIA,@,UTA,L 98-99,240,37,75,.493,29,58,.500,8,17,.471,16,22,.727,98
18144,2012-03-02,UTA,,MIA,W 99-98,240,38,90,.422,35,80,.438,3,10,.300,20,27,.741,99
18145,2012-03-01,OKC,@,ORL,W 105-102,240,38,74,.514,30,56,.536,8,18,.444,21,27,.778,105
18146,2012-03-01,ORL,,OKC,L 102-105,240,40,84,.476,31,59,.525,9,25,.360,13,19,.684,102
18147,2012-03-01,MIN,@,PHO,L 95-104,240,34,86,.395,33,73,.452,1,13,.077,26,32,.813,95
18148,2012-03-01,PHO,,MIN,W 104-95,240,42,79,.532,39,71,.549,3,8,.375,17,21,.810,104
18149,2012-03-01,MIA,@,POR,W 107-93,240,39,82,.476,33,71,.465,6,11,.545,23,29,.793,107
18150,2012-03-01,POR,,MIA,L 93-107,240,36,76,.474,31,60,.517,5,16,.313,16,19,.842,93
18151,2012-03-01,LAC,@,SAC,W 108-100,240,44,92,.478,32,69,.464,12,23,.522,8,8,1.000,108
18152,2012-03-01,SAC,,LAC,L 100-108,240,37,79,.468,28,59,.475,9,20,.450,17,23,.739,100
18153,2012-02-29,ATL,,GSW,L 82-85,240,31,92,.337,27,74,.365,4,18,.222,16,26,.615,82
18154,2012-02-29,GSW,@,ATL,W 85-82,240,34,83,.410,33,71,.465,1,12,.083,16,17,.941,85
18155,2012-02-29,BOS,,MIL,W 102-96,240,40,87,.460,37,71,.521,3,16,.188,19,28,.679,102
18156,2012-02-29,MIL,@,BOS,L 96-102,240,39,96,.406,35,81,.432,4,15,.267,14,16,.875,96
18157,2012-02-29,DEN,,POR,W 104-95,240,44,91,.484,38,70,.543,6,21,.286,10,16,.625,104
18158,2012-02-29,POR,@,DEN,L 95-104,240,38,87,.437,29,63,.460,9,24,.375,10,11,.909,95
18159,2012-02-29,CHA,@,DET,L 94-109,240,36,82,.439,33,73,.452,3,9,.333,19,29,.655,94
18160,2012-02-29,DET,,CHA,W 109-94,240,42,84,.500,41,74,.554,1,10,.100,24,32,.750,109
18161,2012-02-29,LAL,,MIN,W 104-85,240,41,84,.488,36,63,.571,5,21,.238,17,22,.773,104
18162,2012-02-29,MIN,@,LAL,L 85-104,240,35,89,.393,30,70,.429,5,19,.263,10,18,.556,85
18163,2012-02-29,DAL,@,MEM,L 85-96,240,35,79,.443,31,56,.554,4,23,.174,11,14,.786,85
18164,2012-02-29,MEM,,DAL,W 96-85,240,39,80,.488,37,68,.544,2,12,.167,16,19,.842,96
18165,2012-02-29,NOP,,TOR,L 84-95,240,30,80,.375,27,64,.422,3,16,.188,21,27,.778,84
18166,2012-02-29,TOR,@,NOH,W 95-84,240,34,77,.442,25,62,.403,9,15,.600,18,23,.783,95
18167,2012-02-29,CLE,@,NYK,L 103-120,240,38,82,.463,29,62,.468,9,20,.450,18,27,.667,103
18168,2012-02-29,NYK,,CLE,W 120-103,240,43,85,.506,37,65,.569,6,20,.300,28,42,.667,120
18169,2012-02-29,OKC,@,PHI,W 92-88,240,30,78,.385,24,59,.407,6,19,.316,26,34,.765,92
18170,2012-02-29,PHI,,OKC,L 88-92,240,37,90,.411,33,73,.452,4,17,.235,10,12,.833,88
18171,2012-02-29,CHI,@,SAS,W 96-89,240,37,88,.420,30,73,.411,7,15,.467,15,21,.714,96
18172,2012-02-29,SAS,,CHI,L 89-96,240,37,86,.430,29,66,.439,8,20,.400,7,12,.583,89
18173,2012-02-29,HOU,@,UTA,L 83-104,240,32,82,.390,26,59,.441,6,23,.261,13,16,.813,83
18174,2012-02-29,UTA,,HOU,W 104-83,240,42,87,.483,38,75,.507,4,12,.333,16,16,1.000,104
18175,2012-02-29,ORL,@,WAS,W 102-95,240,34,75,.453,19,39,.487,15,36,.417,19,27,.704,102
18176,2012-02-29,WAS,,ORL,L 95-102,240,37,90,.411,31,74,.419,6,16,.375,15,19,.789,95
18177,2012-02-28,CHI,,NOH,W 99-95,240,41,90,.456,38,72,.528,3,18,.167,14,20,.700,99
18178,2012-02-28,NOP,@,CHI,L 95-99,240,36,89,.404,32,80,.400,4,9,.444,19,22,.864,95
18179,2012-02-28,BOS,@,CLE,W 86-83,240,33,74,.446,26,57,.456,7,17,.412,13,14,.929,86
18180,2012-02-28,CLE,,BOS,L 83-86,240,31,78,.397,27,61,.443,4,17,.235,17,25,.680,83
18181,2012-02-28,DAL,,NJN,L 92-93,240,32,89,.360,24,64,.375,8,25,.320,20,28,.714,92
18182,2012-02-28,BRK,@,DAL,W 93-92,240,37,84,.440,30,59,.508,7,25,.280,12,14,.857,93
18183,2012-02-28,DET,,PHI,L 68-97,240,25,79,.316,23,69,.333,2,10,.200,16,20,.800,68
18184,2012-02-28,PHI,@,DET,W 97-68,240,42,84,.500,37,71,.521,5,13,.385,8,9,.889,97
18185,2012-02-28,HOU,,TOR,W 88-85,240,29,75,.387,22,55,.400,7,20,.350,23,28,.821,88
18186,2012-02-28,TOR,@,HOU,L 85-88,240,35,75,.467,33,58,.569,2,17,.118,13,18,.722,85
18187,2012-02-28,GSW,@,IND,L 78-102,240,29,85,.341,26,63,.413,3,22,.136,17,24,.708,78
18188,2012-02-28,IND,,GSW,W 102-78,240,37,84,.440,32,73,.438,5,11,.455,23,32,.719,102
18189,2012-02-28,LAC,,MIN,L 97-109,240,40,85,.471,38,74,.514,2,11,.182,15,22,.682,97
18190,2012-02-28,MIN,@,LAC,W 109-97,240,40,78,.513,30,56,.536,10,22,.455,19,27,.704,109
18191,2012-02-28,MIL,,WAS,W 119-118,240,41,91,.451,33,66,.500,8,25,.320,29,37,.784,119
18192,2012-02-28,WAS,@,MIL,L 118-119,240,42,87,.483,29,63,.460,13,24,.542,21,21,1.000,118
18193,2012-02-28,SAC,,UTA,W 103-96,240,37,84,.440,32,64,.500,5,20,.250,24,29,.828,103
18194,2012-02-28,UTA,@,SAC,L 96-103,240,40,85,.471,35,72,.486,5,13,.385,11,22,.500,96
18195,2012-02-23,ATL,,ORL,W 83-78,240,31,78,.397,24,61,.393,7,17,.412,14,20,.700,83
18196,2012-02-23,ORL,@,ATL,L 78-83,240,31,82,.378,24,50,.480,7,32,.219,9,13,.692,78
18197,2012-02-23,DEN,,SAS,L 99-114,240,37,83,.446,30,64,.469,7,19,.368,18,21,.857,99
18198,2012-02-23,SAS,@,DEN,W 114-99,240,41,86,.477,28,59,.475,13,27,.481,19,23,.826,114
18199,2012-02-23,MIA,,NYK,W 102-88,240,42,85,.494,38,71,.535,4,14,.286,14,19,.737,102
18200,2012-02-23,NYK,@,MIA,L 88-102,240,31,79,.392,24,62,.387,7,17,.412,19,22,.864,88
18201,2012-02-23,LAL,@,OKC,L 85-100,240,30,78,.385,26,65,.400,4,13,.308,21,23,.913,85
18202,2012-02-23,OKC,,LAL,W 100-85,240,36,77,.468,29,52,.558,7,25,.280,21,25,.840,100
18203,2012-02-22,CHA,,IND,L 88-102,240,31,88,.352,23,69,.333,8,19,.421,18,23,.783,88
18204,2012-02-22,IND,@,CHA,W 102-88,240,34,85,.400,27,69,.391,7,16,.438,27,32,.844,102
18205,2012-02-22,CHI,,MIL,W 110-91,240,43,79,.544,37,66,.561,6,13,.462,18,24,.750,110
18206,2012-02-22,MIL,@,CHI,L 91-110,240,37,88,.420,35,75,.467,2,13,.154,15,19,.789,91
18207,2012-02-22,CLE,,NOH,L 84-89,240,27,85,.318,21,58,.362,6,27,.222,24,37,.649,84
18208,2012-02-22,NOP,@,CLE,W 89-84,240,36,89,.404,34,79,.430,2,10,.200,15,20,.750,89
18209,2012-02-22,DAL,,LAL,L 91-96,240,36,90,.400,28,58,.483,8,32,.250,11,16,.688,91
18210,2012-02-22,LAL,@,DAL,W 96-91,240,35,76,.461,27,56,.482,8,20,.400,18,31,.581,96
18211,2012-02-22,HOU,,PHI,W 93-87,240,36,78,.462,31,60,.517,5,18,.278,16,20,.800,93
18212,2012-02-22,PHI,@,HOU,L 87-93,240,33,82,.402,33,73,.452,0,9,.000,21,27,.778,87
18213,2012-02-22,DEN,@,LAC,L 95-103,240,33,82,.402,27,59,.458,6,23,.261,23,31,.742,95
18214,2012-02-22,LAC,,DEN,W 103-95,240,38,86,.442,31,59,.525,7,27,.259,20,28,.714,103
18215,2012-02-22,MIN,,UTA,W 100-98,240,31,77,.403,20,55,.364,11,22,.500,27,38,.711,100
18216,2012-02-22,UTA,@,MIN,L 98-100,240,39,85,.459,38,78,.487,1,7,.143,19,24,.792,98
18217,2012-02-22,BRK,,ORL,L 91-108,240,38,81,.469,29,57,.509,9,24,.375,6,9,.667,91
18218,2012-02-22,ORL,@,NJN,W 108-91,240,45,84,.536,32,55,.582,13,29,.448,5,15,.333,108
18219,2012-02-22,ATL,@,NYK,L 82-99,240,32,81,.395,24,52,.462,8,29,.276,10,18,.556,82
18220,2012-02-22,NYK,,ATL,W 99-82,240,38,80,.475,30,58,.517,8,22,.364,15,24,.625,99
18221,2012-02-22,BOS,@,OKC,L 104-119,240,34,70,.486,27,52,.519,7,18,.389,29,34,.853,104
18222,2012-02-22,OKC,,BOS,W 119-104,240,42,84,.500,33,65,.508,9,19,.474,26,35,.743,119
18223,2012-02-22,GSW,@,PHO,W 106-104,240,39,84,.464,30,64,.469,9,20,.450,19,22,.864,106
18224,2012-02-22,PHO,,GSW,L 104-106,240,43,90,.478,39,71,.549,4,19,.211,14,20,.700,104
18225,2012-02-22,DET,@,TOR,L 93-103,240,35,84,.417,33,72,.458,2,12,.167,21,27,.778,93
18226,2012-02-22,TOR,,DET,W 103-93,240,40,76,.526,37,69,.536,3,7,.429,20,28,.714,103
18227,2012-02-22,SAC,@,WAS,W 115-107,240,43,96,.448,39,79,.494,4,17,.235,25,27,.926,115
18228,2012-02-22,WAS,,SAC,L 107-115,240,41,84,.488,32,61,.525,9,23,.391,16,27,.593,107
18229,2012-02-21,CLE,,DET,W 101-100,240,34,78,.436,25,60,.417,9,18,.500,24,32,.750,101
18230,2012-02-21,DET,@,CLE,L 100-101,240,37,95,.389,30,78,.385,7,17,.412,19,24,.792,100
18231,2012-02-21,IND,,NOH,W 117-108 (OT),265,44,88,.500,37,69,.536,7,19,.368,22,31,.710,117
18232,2012-02-21,NOP,@,IND,L 108-117 (OT),265,42,79,.532,33,58,.569,9,21,.429,15,23,.652,108
18233,2012-02-21,MEM,,PHI,W 89-76,240,31,78,.397,25,66,.379,6,12,.500,21,29,.724,89
18234,2012-02-21,PHI,@,MEM,L 76-89,240,31,85,.365,23,70,.329,8,15,.533,6,8,.750,76
18235,2012-02-21,MIA,,SAC,W 120-108,240,45,81,.556,35,58,.603,10,23,.435,20,23,.870,120
18236,2012-02-21,SAC,@,MIA,L 108-120,240,40,89,.449,27,62,.435,13,27,.481,15,19,.789,108
18237,2012-02-21,POR,,SAS,W 137-97,240,51,86,.593,36,58,.621,15,28,.536,20,24,.833,137
18238,2012-02-21,SAS,@,POR,L 97-137,240,32,84,.381,24,64,.375,8,20,.400,25,32,.781,97
18239,2012-02-20,ATL,@,CHI,L 79-90,240,30,74,.405,21,49,.429,9,25,.360,10,21,.476,79
18240,2012-02-20,CHI,,ATL,W 90-79,240,34,88,.386,26,68,.382,8,20,.400,14,19,.737,90
18241,2012-02-20,BOS,@,DAL,L 73-89,240,29,74,.392,22,50,.440,7,24,.292,8,11,.727,73
18242,2012-02-20,DAL,,BOS,W 89-73,240,36,89,.404,29,64,.453,7,25,.280,10,14,.714,89
18243,2012-02-20,DEN,,MIN,W 103-101 (OT),265,37,92,.402,32,70,.457,5,22,.227,24,35,.686,103
18244,2012-02-20,MIN,@,DEN,L 101-103 (OT),265,36,99,.364,30,72,.417,6,27,.222,23,24,.958,101
18245,2012-02-20,GSW,,LAC,W 104-97,240,38,83,.458,29,60,.483,9,23,.391,19,24,.792,104
18246,2012-02-20,LAC,@,GSW,L 97-104,240,33,77,.429,22,51,.431,11,26,.423,20,27,.741,97
18247,2012-02-20,HOU,,MEM,W 97-93,240,35,74,.473,28,52,.538,7,22,.318,20,25,.800,97
18248,2012-02-20,MEM,@,HOU,L 93-97,240,38,79,.481,35,66,.530,3,13,.231,14,18,.778,93
18249,2012-02-20,LAL,,POR,W 103-92,240,38,83,.458,30,64,.469,8,19,.421,19,22,.864,103
18250,2012-02-20,POR,@,LAL,L 92-103,240,32,78,.410,20,55,.364,12,23,.522,16,22,.727,92
18251,2012-02-20,MIL,,ORL,L 90-93,240,37,91,.407,32,69,.464,5,22,.227,11,13,.846,90
18252,2012-02-20,ORL,@,MIL,W 93-90,240,33,76,.434,25,54,.463,8,22,.364,19,25,.760,93
18253,2012-02-20,BRK,@,NYK,W 100-92,240,32,82,.390,17,51,.333,15,31,.484,21,29,.724,100
18254,2012-02-20,NYK,,NJN,L 92-100,240,34,85,.400,29,64,.453,5,21,.238,19,26,.731,92
18255,2012-02-20,NOP,@,OKC,L 93-101,240,33,91,.363,26,77,.338,7,14,.500,20,23,.870,93
18256,2012-02-20,OKC,,NOH,W 101-93,240,36,80,.450,28,54,.519,8,26,.308,21,24,.875,101
18257,2012-02-20,PHO,,WAS,W 104-88,240,37,79,.468,30,58,.517,7,21,.333,23,29,.793,104
18258,2012-02-20,WAS,@,PHO,L 88-104,240,36,84,.429,31,64,.484,5,20,.250,11,19,.579,88
18259,2012-02-20,SAS,@,UTA,W 106-102,240,36,78,.462,26,57,.456,10,21,.476,24,30,.800,106
18260,2012-02-20,UTA,,SAS,L 102-106,240,40,84,.476,37,76,.487,3,8,.375,19,23,.826,102
18261,2012-02-19,CLE,,SAC,W 93-92,240,32,89,.360,25,67,.373,7,22,.318,22,30,.733,93
18262,2012-02-19,SAC,@,CLE,L 92-93,240,35,93,.376,31,74,.419,4,19,.211,18,25,.720,92
18263,2012-02-19,BOS,@,DET,L 81-96,240,32,72,.444,26,56,.464,6,16,.375,11,15,.733,81
18264,2012-02-19,DET,,BOS,W 96-81,240,31,82,.378,26,73,.356,5,9,.556,29,46,.630,96
18265,2012-02-19,HOU,,UTA,W 101-85,240,37,72,.514,27,53,.509,10,19,.526,17,24,.708,101
18266,2012-02-19,UTA,@,HOU,L 85-101,240,32,81,.395,27,67,.403,5,14,.357,16,20,.800,85
18267,2012-02-19,CHA,@,IND,L 73-108,240,28,75,.373,24,58,.414,4,17,.235,13,22,.591,73
18268,2012-02-19,IND,,CHA,W 108-73,240,39,78,.500,33,62,.532,6,16,.375,24,32,.750,108
18269,2012-02-19,MIA,,ORL,W 90-78,240,38,80,.475,35,68,.515,3,12,.250,11,14,.786,90
18270,2012-02-19,ORL,@,MIA,L 78-90,240,27,74,.365,16,45,.356,11,29,.379,13,25,.520,78
18271,2012-02-19,MIN,,PHI,W 92-91,240,33,85,.388,30,69,.435,3,16,.188,23,26,.885,92
18272,2012-02-19,PHI,@,MIN,L 91-92,240,40,90,.444,37,79,.468,3,11,.273,8,10,.800,91
18273,2012-02-19,MIL,@,NJN,W 92-85,240,33,86,.384,26,67,.388,7,19,.368,19,24,.792,92
18274,2012-02-19,BRK,,MIL,L 85-92,240,29,85,.341,24,62,.387,5,23,.217,22,33,.667,85
18275,2012-02-19,DAL,@,NYK,L 97-104,240,36,81,.444,24,48,.500,12,33,.364,13,17,.765,97
